2,12,6,6,327381,0,327381,327381,40,6,6,BENIGN
1,6,6,6,18,0,0,0,20,6,6,BENIGN
40,5598,1656,139.95,0,4560923.087,1.01E+07,1,1288,2932,613.7882353,BENIGN
2,68,34,34,3,0,4,4,40,71,48.8,BENIGN
4,252,63,63,3,18535.2661,32130,4,128,145,86.42857143,BENIGN
1,6,6,6,56,0,0,0,20,6,6,BENIGN
8,408,227,51,3,1801303.417,4831206,3,172,1867,291.2307692,BENIGN
12,529,196,44.08333333,4,25975.84463,79397,20,404,2836,237.65,BENIGN
2,80,40,40,3,0,3,3,40,56,46.4,BENIGN
8,347,190,43.375,3,2047504.138,5477500,3,172,1460,284.625,BENIGN
1,40,40,40,62654,0,0,0,32,116,65.33333333,BENIGN
2,66,33,33,1,0,1,1,64,61,44.2,BENIGN
2,6.0,6.0,3.0,41.0,0.0,103077.0,103077.0,52,6.0,4.5,BENIGN
2,37,31,18.5,3,0,3,3,40,31,22.66666667,BENIGN
41,1276,677,31.12195122,1,4530501.362,1.01E+07,4,832,2720,706.6907216,BENIGN
2,12.0,6.0,6.0,4.0,0.0,4.0,4.0,40,6.0,6.0,BENIGN
2,84,42,42,4,0,4,4,40,102,66,BENIGN
1,0,0,0,76,0,0,0,20,0,0,BENIGN
2,88,44,44,4,0,47,47,40,82,59.2,BENIGN
1,63,63,63,446,0,0,0,40,129,85,BENIGN
4,164.0,41.0,41.0,2.0,56060.71121858279,97106.0,3.0,80,147.0,88.11111111111111,BENIGN
1,45,45,45,33703,0,0,0,32,77,55.66666667,BENIGN
2,12,6,6,2,0,48,48,40,6,4.4,BENIGN
2,64,32,32,3,0,3,3,88,64,44.8,BENIGN
2,12,6,6,107,0,107,107,40,6,6,BENIGN
8,642,342,80.25,20,1844626.438,4920429,48,172,1460,311.6,BENIGN
2,64,32,32,47,0,47,47,40,102,60,BENIGN
2,114.0,57.0,57.0,1.0,0.0,1.0,1.0,40,94.0,71.8,BENIGN
2,12,6,6,3031,0,3031,3031,40,6,6,BENIGN
3,440,440,146.6666667,3,15964.3498,23448,871,104,859,162.375,BENIGN
5,123,46,24.6,34,2030183.968,4075586,34,160,46,30.71428571,BENIGN
2,37.0,37.0,18.5,4.0,0.0,4.0,4.0,64,37.0,24.666666666666664,BENIGN
22,1038,651,47.18181818,4,4992625.441,1.01E+07,4,712,1418,153.0238095,BENIGN
1,80,80,80,76577,0,0,0,20,162,107.3333333,BENIGN
2,60,30,30,3,0,3,3,64,65,44,BENIGN
1,6,6,6,1,0,0,0,20,6,6,BENIGN
1,44,44,44,56773,0,0,0,20,103,63.66666667,BENIGN
2,4,2,2,4,0,48,48,48,6,3.6,BENIGN
1,41,41,41,30064,0,0,0,32,41,41,BENIGN
4,128,32,32,3,17927.59189,31055,3,104,94,59.55555556,BENIGN
3,422,416,140.6666667,82,69676.888,200118,101580,72,504,154.6666667,BENIGN
16,448,448,28,43,4197609.741,1.00E+07,2064,520,979,46.03225806,BENIGN
6,204,34,34,3,438697.1569,999718,3,168,123,53.77777778,BENIGN
2,58,29,29,3,0,3,3,40,45,35.4,BENIGN
1,42,42,42,176406,0,0,0,20,97,60.33333333,BENIGN
49,2488.0,194.0,50.775510204081634,1.0,3457.6846144745123,22087.0,1.0,1592,440.0,74.36842105263158,BENIGN
2,106,53,53,4,0,4,4,64,117,78.6,BENIGN
2,88,44,44,3,0,3,3,40,130,78.4,BENIGN
3,12,6,4,44,3430977.562,5073283,221148,72,6,2.4,BENIGN
1,64,64,64,47545,0,0,0,20,117,81.66666667,BENIGN
2,12,6,6,179,0,179,179,40,6,6,BENIGN
2,70,35,35,3,0,4,4,40,63,46.2,BENIGN
2,70.0,35.0,35.0,1.0,0.0,1.0,1.0,64,57.0,43.8,BENIGN
2,72,36,36,1,0,1,1,64,57,44.4,BENIGN
2,82,41,41,3,0,3,3,40,57,47.4,BENIGN
15,994.0,517.0,66.26666666666667,1.0,44179.49351561993,153588.0,1.0,492,1965.0,337.40740740740745,BENIGN
5,414.0,414.0,82.8,5.0,13128.11825815109,24073.0,327.0,172,414.0,77.44444444444444,BENIGN
8,613,342,76.625,3,1801865.533,4819407,3,172,1460,335.4666667,BENIGN
2,37.0,37.0,18.5,1.0,0.0,164.0,164.0,64,37.0,15.333333333333332,BENIGN
1,6,6,6,71,0,0,0,20,6,6,BENIGN
2,94,47,47,3,0,3,3,40,271,136.6,BENIGN
2,70.0,35.0,35.0,1.0,0.0,1.0,1.0,40,84.0,54.6,BENIGN
2,12,6,6,5277,0,5277,5277,40,6,6,BENIGN
9,367.0,210.0,40.77777777777778,3.0,1791997.0310163093,5091112.0,3.0,296,1448.0,254.81249999999994,BENIGN
2,88,44,44,3,0,4,4,40,100,66.4,BENIGN
2,37.0,31.0,18.5,3.0,0.0,3.0,3.0,40,31.0,22.666666666666664,BENIGN
3,191,160,63.66666667,3,9186.731301,12995,3,60,160,70.2,BENIGN
4,184,184,46,54,18749.97312,36956,146,136,184,30.66666667,BENIGN
1,47.0,47.0,47.0,131846.0,0,0,0,20,99.0,64.33333333333333,BENIGN
1,0,0,0,43,0,0,0,20,0,0,BENIGN
2,74.0,37.0,37.0,1.0,0.0,1.0,1.0,64,101.0,62.6,BENIGN
1,0,0,0,0,0,0,0,32,0,0,BENIGN
2,0,0,0,11058,0,11058,11058,64,0,0,BENIGN
2,72.0,36.0,36.0,1.0,0.0,48.0,48.0,64,68.0,48.8,BENIGN
1,0,0,0,84,0,0,0,32,0,0,BENIGN
2,70,35,35,4,0,4,4,40,115,67,BENIGN
2,70,35,35,48,0,48,48,40,83,54.2,BENIGN
2,0.0,0.0,0.0,240.0,0.0,240.0,240.0,64,0.0,0.0,BENIGN
3,186.0,76.0,62.0,23632.0,3.447633532674116E7,7.4619757E7,2.5862856E7,108,204.0,96.71428571428572,BENIGN
4,53.0,53.0,13.25,49.0,8229.068740345612,14381.0,49.0,140,325.0,62.99999999999999,BENIGN
2,56,28,28,3,0,3,3,40,284,130.4,BENIGN
16,874,437,54.625,18,4618332.428,1.02E+07,1329,520,796,79.5483871,BENIGN
2,74.0,37.0,37.0,3.0,0.0,49.0,49.0,40,69.0,49.8,BENIGN
4,120,30,30,3,17647.28833,30569,3,128,86,46,BENIGN
4,116,29,29,1,17857.73256,30933,1,80,61,38.14285714,BENIGN
2,4,2,2,0,0,4,4,48,6,3.6,BENIGN
2,68,34,34,3,0,3,3,64,138,75.6,BENIGN
2,60,30,30,48,0,48,48,64,308,141.2,BENIGN
1,0,0,0,102,0,0,0,20,0,0,BENIGN
1,6,6,6,48,0,0,0,20,6,6,BENIGN
1,6,6,6,79,0,0,0,20,6,6,BENIGN
1,0,0,0,52473,0,0,0,32,0,0,BENIGN
3,50,38,16.66666667,4,11812.21878,16709,4,60,38,12.4,BENIGN
2,80,40,40,3,0,3,3,64,100,64,BENIGN
1,0,0,0,104,0,0,0,20,0,0,BENIGN
2,96,48,48,2,0,2,2,64,48,48,BENIGN
2,68,34,34,1,0,1,1,64,91,56.8,BENIGN
2,66,33,33,1,0,1,1,64,95,57.8,BENIGN
1,0,0,0,211,0,0,0,32,0,0,BENIGN
5,135,46,27,4,2428986.203,4931606,4,100,46,32.42857143,BENIGN
2,110,64,55,30797,0,1.57E+07,1.57E+07,64,117,67,BENIGN
9,358,201,39.77777778,4,1977915.084,5619336,4,296,1448,268.125,BENIGN
2,88,44,44,3,0,3,3,64,60,50.4,BENIGN
8,1246.0,1045.0,155.75,3.0,41479.334255574955,79488.0,3.0,268,1045.0,105.125,BENIGN
2,74,37,37,1,0,1,1,40,67,49,BENIGN
1,53,53,53,30943,0,0,0,20,69,58.33333333,BENIGN
1,59.0,59.0,59.0,93258.0,0,0,0,20,206.0,108.0,BENIGN
1,0,0,0,55,0,0,0,32,0,0,BENIGN
2,72,36,36,3,0,3,3,64,52,42.4,BENIGN
1,44.0,44.0,44.0,69791.0,0,0,0,20,109.0,65.66666666666667,BENIGN
3,0,0,0,1,156.2705986,222,1,60,0,0,BENIGN
1,45,45,45,121490,0,0,0,20,165,85,BENIGN
17,795.0,481.0,46.76470588235294,36.0,4998621.601226889,1.0240009E7,50.0,552,2896.0,208.3870967741936,BENIGN
2,104,52,52,3,0,3,3,64,68,58.4,BENIGN
5,123.0,46.0,24.6,23.0,1623394.4556150443,3303016.0,23.0,160,46.0,30.714285714285708,BENIGN
1,6,6,6,83,0,0,0,20,6,6,BENIGN
1,6,6,6,3,0,0,0,20,6,6,BENIGN
8,310,228,38.75,3,583277.0612,1262536,3,184,228,42.85714286,BENIGN
2,88,44,44,3,0,49,49,40,331,158.8,BENIGN
2,78.0,39.0,39.0,1.0,0.0,1.0,1.0,40,67.0,50.2,BENIGN
2,94.0,47.0,47.0,3.0,0.0,3.0,3.0,64,103.0,69.4,BENIGN
2,64,32,32,0,0,0,0,40,129,70.8,BENIGN
12,905.0,421.0,75.41666666666664,1.0,1.725479759407615E7,5.7251021E7,1.0,396,1448.0,223.89999999999998,BENIGN
2,4,2,2,0,0,0,0,48,6,3.6,BENIGN
4,112,28,28,3,18530.92292,32100,3,104,306,107.4285714,BENIGN
3,0,0,0,66,4004746.631,5717667,54100,104,0,0,BENIGN
2,94,47,47,1,0,1,1,64,110,72.2,BENIGN
11,759.0,517.0,69.0,1.0,54550.79702126776,173586.0,1.0,364,1448.0,215.5,BENIGN
2,96,48,48,16150,0,6.80E+07,6.80E+07,40,48,48,BENIGN
1,51.0,51.0,51.0,23397.0,0,0,0,32,67.0,56.333333333333336,BENIGN
2,82,41,41,48,0,48,48,64,76,55,BENIGN
41,3536,1252,86.24390244,0,141312.1412,811253,3,1320,2896,721.96,BENIGN
3,12.0,6.0,4.0,117.0,3.0925719540272493E7,4.3820277E7,84705.0,72,6.0,2.4,BENIGN
38,21548,2044,567.0526316,3,5351563.15,3.26E+07,3,772,2331,682.3283582,BENIGN
1,6,6,6,19,0,0,0,20,6,6,BENIGN
17,18204.0,3179.0,1070.8235294117644,4.0,314142.3837618594,1035399.0,160.0,352,3179.0,744.8,BENIGN
2,64,32,32,3,0,3,3,64,48,38.4,BENIGN
3,18,6,6,4,76.36753237,112,4,60,6,4.8,BENIGN
2,74,37,37,4,0,4,4,80,133,75.4,BENIGN
1,0.0,0.0,0.0,51.0,0,0,0,32,0.0,0.0,BENIGN
1,0,0,0,56,0,0,0,32,0,0,BENIGN
2,0,0,0,2354,0,2354,2354,64,0,0,BENIGN
7,747,414,106.7142857,4,329258.8621,884948,50495,152,1460,315.2142857,BENIGN
2,12,6,6,48,0,48,48,40,6,6,BENIGN
1,51,51,51,61062,0,0,0,20,179,93.66666667,BENIGN
2,86.0,43.0,43.0,3.0,0.0,4.0,4.0,40,99.0,65.4,BENIGN
2,90.0,45.0,45.0,3.0,0.0,4.0,4.0,64,61.0,51.4,BENIGN
4,136.0,34.0,34.0,3.0,17490.826405099713,30298.0,3.0,80,69.0,44.0,BENIGN
1,6,6,6,19632,0,0,0,20,6,6,BENIGN
3,0,0,0,3000488,2120522.727,5999360,3000488,92,0,0,BENIGN
2,88,44,44,47,0,47,47,64,94,64,BENIGN
2,12,6,6,112,0,112,112,40,6,6,BENIGN
1,0,0,0,64,0,0,0,32,0,0,BENIGN
1,0,0,0,97,0,0,0,32,0,0,BENIGN
106,871,389,8.216981132,1,7925.983169,48689,1,4616,5792,752.2895928,BENIGN
2,4,2,2,1,0,48,48,48,6,3.6,BENIGN
2,90.0,45.0,45.0,4.0,0.0,4.0,4.0,64,61.0,51.4,BENIGN
2,31,31,15.5,3,0,3,3,64,31,20.66666667,BENIGN
2,78.0,39.0,39.0,3.0,0.0,3.0,3.0,40,179.0,95.0,BENIGN
2,37.0,31.0,18.5,3.0,0.0,3.0,3.0,40,31.0,22.666666666666664,BENIGN
60,1491,383,24.85,0,4002256.55,1.02E+07,1,2204,2896,638.4754098,BENIGN
2,37.0,37.0,18.5,3.0,0.0,3.0,3.0,64,37.0,24.666666666666664,BENIGN
2,4,2,2,3,0,3,3,48,2,2,BENIGN
9,3108,1554,345.3333333,1,306.1983484,895,1,304,1554,365.6470588,BENIGN
2,4,2,2,48,0,48,48,48,2,2,BENIGN
2,102,51,51,3,0,3,3,40,112,75.4,BENIGN
2,12.0,6.0,6.0,3.0,0.0,3.0,3.0,40,6.0,6.0,BENIGN
2,12.0,6.0,6.0,3.0,0.0,3.0,3.0,40,6.0,6.0,BENIGN
2,68,34,34,1,0,1,1,64,83,53.6,BENIGN
2,70,35,35,4,0,4,4,64,83,54.2,BENIGN
8,390.0,209.0,48.75,3.0,1854430.8647654958,4927125.0,3.0,172,1460.0,273.7333333333333,BENIGN
2,37,31,18.5,48,0,48,48,40,31,22.66666667,BENIGN
2,4,2,2,48,0,48,48,48,2,2,BENIGN
23,860,513,37.39130435,9,5082790.813,1.02E+07,16,744,1448,123.4047619,BENIGN
3,12.0,6.0,4.0,106.0,8622243.008006936,1.2279472E7,85779.0,72,6.0,2.4,BENIGN
2,0,0,0,193,0,193,193,64,0,0,BENIGN
319,5214,517,16.34482759,0,562937.3408,1.00E+07,0,6988,4020,1040.605005,BENIGN
5,152,134,30.4,39,6.00E+07,1.20E+08,68,112,1509,185.2222222,BENIGN
13,650,50,50,1,1.954016842,8,1,260,50,50,BENIGN
2,12,6,6,96435,0,96435,96435,40,6,6,BENIGN
2,31,31,15.5,3,0,3,3,64,31,20.66666667,BENIGN
2,66.0,33.0,33.0,4.0,0.0,49.0,49.0,40,113.0,65.0,BENIGN
1,46.0,46.0,46.0,30539.0,0,0,0,32,78.0,56.666666666666664,BENIGN
2,46.0,23.0,23.0,49.0,0.0,50.0,50.0,64,23.0,23.0,BENIGN
2,6,6,3,77,0,102255,102255,60,6,1.5,BENIGN
2,12,6,6,11544,0,11544,11544,40,6,6,BENIGN
2,70,35,35,3,0,3,3,64,89,56.6,BENIGN
1,62,62,62,675,0,0,0,32,112,78.66666667,BENIGN
9,347,190,38.55555556,4,1865776.068,5296061,4,192,2636,321.625,BENIGN
4,136,34,34,1,18205.87478,31536,1,104,125,60,BENIGN
9,383,190,42.55555556,4,1825033.003,5188288,4,296,1418,279.875,BENIGN
2,84.0,42.0,42.0,3.0,0.0,3.0,3.0,40,70.0,53.2,BENIGN
39,2400,795,61.53846154,2,1669014.947,10200000,80,800,2920,629.9367089,BENIGN
2,0,0,0,4,0,4,4,64,0,0,BENIGN
3,0,0,0,6778,25336.34308,42609,6778,96,0,0,BENIGN
1,0,0,0,28,0,0,0,32,0,0,BENIGN
2,66,33,33,1,0,1,1,40,82,52.6,BENIGN
2,60,30,30,3,0,4,4,64,132,70.8,BENIGN
10,441,435,44.1,148,4965011.327,1.01E+07,51138,212,609,50,BENIGN
1,6,6,6,3,0,0,0,20,6,6,BENIGN
2,68,34,34,1,0,1,1,40,108,63.6,BENIGN
2,37.0,37.0,18.5,3.0,0.0,3.0,3.0,64,37.0,24.666666666666664,BENIGN
1,42,42,42,169664,0,0,0,20,195,93,BENIGN
2,37.0,37.0,18.5,241.0,0.0,241.0,241.0,64,37.0,24.666666666666664,BENIGN
